source_stop,destination_stop,fare
Nagasandra,Doddakallasandra,60
Nagasandra,"Dr BR Ambedkar Station, Vidhana Soudha",42
Nagasandra,Goraguntepalya,20
Nagasandra,Halasuru,50
Nagasandra,Indiranagar,52
Nagasandra,Jalahalli,15
Nagasandra,Jaya Prakash Nagar,58
Nagasandra,Jayanagar,50
Nagasandra,Jnanabharathi,60
Nagasandra,Kengeri,60
Nagasandra,Kengeri Bus Terminal,60
Nagasandra,Konankunte Cross,60
Nagasandra,City Railway Station,40
Nagasandra,Krishna Rajendra Market,42
Nagasandra,Lalbagh Botanical Garden,45
Nagasandra,Magadi Road,42
Nagasandra,Mahakavi Kuvempu Road,30
Nagasandra,Mahalakshmi,28
Nagasandra,MG Road,45
Nagasandra,Mysuru Road,52
Nagasandra,Majestic,38
Nagasandra,National College,45
Nagasandra,Nayandahalli,55
Nagasandra,Pattanagere,60
Nagasandra,Peenya,18
Nagasandra,Peenya Industry,15
Nagasandra,Rajaji Nagar,30
Nagasandra,Rajarajeshwari Nagara,58
Nagasandra,Rashtreeya Vidyalaya Road,52
Nagasandra,Sampige Road,35
Nagasandra,Sandal Soap Factory,25
Nagasandra,Silk Institute,60
Nagasandra,Central College,40
Nagasandra,South End Circle,50
Nagasandra,Hosahalli,45
Nagasandra,Srirampura,35
Nagasandra,Swami Vivekananda Road,55
Nagasandra,Talaghattapura,60
Nagasandra,Trinity,50
Nagasandra,Vajarahalli,60
Nagasandra,Vijayanagara,45
Nagasandra,Yelachenahalli,60
Nagasandra,Yeshwanthpur,22
National College,Attiguppe,28
National College,Baiyappanahalli,35
National College,Banashankari,20
National College,Chickpete,15
National College,Cubbon Park (Sri Chamarajendra Park),22
National College,Dasarahalli,42
National College,Deepanjali Nagara,30
National College,Doddakallasandra,30
National College,"Dr BR Ambedkar Station, Vidhana Soudha",20
National College,Goraguntepalya,35
National College,Halasuru,30
National College,Indiranagar,30
National College,Jalahalli,40
National College,Jaya Prakash Nagar,22
National College,Jayanagar,15
National College,Jnanabharathi,38
National College,Kengeri,45
National College,Kengeri Bus Terminal,42
National College,Konankunte Cross,28
National College,City Railway Station,17
National College,Krishna Rajendra Market,10
National College,Lalbagh Botanical Garden,10
National College,Magadi Road,20
National College,Mahakavi Kuvempu Road,22
National College,Mahalakshmi,28
National College,MG Road,25
National College,Mysuru Road,30
National College,Majestic,15
National College,Nagasandra,45
National College,Nayandahalli,35
National College,Pattanagere,40
National College,Peenya,35
National College,Peenya Industry,38
National College,Rajaji Nagar,25
National College,Rajarajeshwari Nagara,35
National College,Rashtreeya Vidyalaya Road,18
National College,Sampige Road,18
National College,Sandal Soap Factory,30
National College,Silk Institute,35
National College,Central College,18
National College,South End Circle,15
National College,Hosahalli,22
National College,Srirampura,20
National College,Swami Vivekananda Road,35
National College,Talaghattapura,35
National College,Trinity,28
National College,Vajarahalli,30
National College,Vijayanagara,25
National College,Yelachenahalli,25
National College,Yeshwanthpur,30
Nayandahalli,Attiguppe,15
Nayandahalli,Baiyappanahalli,45
Nayandahalli,Banashankari,45
Nayandahalli,Chickpete,30
Nayandahalli,Cubbon Park (Sri Chamarajendra Park),35
Nayandahalli,Dasarahalli,52
Nayandahalli,Deepanjali Nagara,15
Nayandahalli,Doddakallasandra,52
Nayandahalli,"Dr BR Ambedkar Station, Vidhana Soudha",30
Nayandahalli,Goraguntepalya,45
Nayandahalli,Halasuru,40
Nayandahalli,Indiranagar,42
Nayandahalli,Jalahalli,50
Nayandahalli,Jaya Prakash Nagar,45
Nayandahalli,Jayanagar,40
Nayandahalli,Jnanabharathi,15
Nayandahalli,Kengeri,20
Nayandahalli,Kengeri Bus Terminal,18
Nayandahalli,Konankunte Cross,50
Nayandahalli,City Railway Station,25
Nayandahalli,Krishna Rajendra Market,30
Nayandahalli,Lalbagh Botanical Garden,35
Nayandahalli,Magadi Road,22
Nayandahalli,Mahakavi Kuvempu Road,35
Nayandahalli,Mahalakshmi,38
Nayandahalli,MG Road,35
Nayandahalli,Mysuru Road,10
Nayandahalli,Majestic,28
Nayandahalli,Nagasandra,55
Nayandahalli,National College,35
Nayandahalli,Pattanagere,15
Nayandahalli,Peenya,45
Nayandahalli,Peenya Industry,50
Nayandahalli,Rajaji Nagar,35
Nayandahalli,Rajarajeshwari Nagara,10
Nayandahalli,Rashtreeya Vidyalaya Road,42
Nayandahalli,Sampige Road,30
Nayandahalli,Sandal Soap Factory,40
Nayandahalli,Silk Institute,60
Nayandahalli,Central College,30
Nayandahalli,South End Circle,38
Nayandahalli,Hosahalli,20
Nayandahalli,Srirampura,30
Nayandahalli,Swami Vivekananda Road,45
Nayandahalli,Talaghattapura,58
Nayandahalli,Trinity,38
Nayandahalli,Vajarahalli,55
Nayandahalli,Vijayanagara,18
Nayandahalli,Yelachenahalli,50
Nayandahalli,Yeshwanthpur,42
Pattanagere,Attiguppe,22
Pattanagere,Baiyappanahalli,52
Pattanagere,Banashankari,50
Pattanagere,Chickpete,35
Pattanagere,Cubbon Park (Sri Chamarajendra Park),40
Pattanagere,Dasarahalli,60
Pattanagere,Deepanjali Nagara,20
Pattanagere,Doddakallasandra,60
Pattanagere,"Dr BR Ambedkar Station, Vidhana Soudha",38
Pattanagere,Goraguntepalya,50
Pattanagere,Halasuru,45
Pattanagere,Indiranagar,50
Pattanagere,Jalahalli,58
Pattanagere,Jaya Prakash Nagar,52
Pattanagere,Jayanagar,45
Pattanagere,Jnanabharathi,10
Pattanagere,Kengeri,15
Pattanagere,Kengeri Bus Terminal,10
Pattanagere,Konankunte Cross,58
Pattanagere,City Railway Station,32
Pattanagere,Krishna Rajendra Market,38
Pattanagere,Lalbagh Botanical Garden,42
Pattanagere,Magadi Road,30
Pattanagere,Mahakavi Kuvempu Road,40
Pattanagere,Mahalakshmi,45
Pattanagere,MG Road,42
Pattanagere,Mysuru Road,18
Pattanagere,Majestic,35
Pattanagere,Nagasandra,60
Pattanagere,National College,40
Pattanagere,Nayandahalli,15
Pattanagere,Peenya,52
Pattanagere,Peenya Industry,55
Pattanagere,Rajaji Nagar,42
Pattanagere,Rajarajeshwari Nagara,15
Pattanagere,Rashtreeya Vidyalaya Road,50
Pattanagere,Sampige Road,35
Pattanagere,Sandal Soap Factory,45
Pattanagere,Silk Institute,60
Pattanagere,Central College,35
Pattanagere,South End Circle,45
Pattanagere,Hosahalli,28
Pattanagere,Srirampura,38
Pattanagere,Swami Vivekananda Road,50
Pattanagere,Talaghattapura,60
Pattanagere,Trinity,45
Pattanagere,Vajarahalli,60
Pattanagere,Vijayanagara,25
Pattanagere,Yelachenahalli,55
Pattanagere,Yeshwanthpur,50
Peenya,Attiguppe,40
Peenya,Baiyappanahalli,50
Peenya,Banashankari,45
Peenya,Chickpete,30
Peenya,Cubbon Park (Sri Chamarajendra Park),35
Peenya,Dasarahalli,15
Peenya,Deepanjali Nagara,42
Peenya,Doddakallasandra,55
Peenya,"Dr BR Ambedkar Station, Vidhana Soudha",35
Peenya,Goraguntepalya,10
Peenya,Halasuru,42
Peenya,Indiranagar,45
Peenya,Jalahalli,15
Peenya,Jaya Prakash Nagar,50
Peenya,Jayanagar,42
Peenya,Jnanabharathi,50
Peenya,Kengeri,58
Peenya,Kengeri Bus Terminal,55
Peenya,Konankunte Cross,52
Peenya,City Railway Station,32
Peenya,Krishna Rajendra Market,35
Peenya,Lalbagh Botanical Garden,38
Peenya,Magadi Road,35
Peenya,Mahakavi Kuvempu Road,22
Peenya,Mahalakshmi,18
Peenya,MG Road,38
Peenya,Mysuru Road,45
Peenya,Majestic,30
Peenya,Nagasandra,18
Peenya,National College,35
Peenya,Nayandahalli,45
Peenya,Pattanagere,52
Peenya,Peenya Industry,10
Peenya,Rajaji Nagar,20
Peenya,Rajarajeshwari Nagara,50
Peenya,Rashtreeya Vidyalaya Road,45
Peenya,Sampige Road,28
Peenya,Sandal Soap Factory,15
Peenya,Silk Institute,60
Peenya,Central College,30
Peenya,South End Circle,40
Peenya,Hosahalli,35
Peenya,Srirampura,25
Peenya,Swami Vivekananda Road,45
Peenya,Talaghattapura,60
Peenya,Trinity,40
Peenya,Vajarahalli,58
Peenya,Vijayanagara,38
Peenya,Yelachenahalli,50
Peenya,Yeshwanthpur,15
Yeshwanthpur,Attiguppe,35
Yeshwanthpur,Baiyappanahalli,45
Yeshwanthpur,Banashankari,42
Yeshwanthpur,Chickpete,28
Yeshwanthpur,Cubbon Park (Sri Chamarajendra Park),30
Yeshwanthpur,Dasarahalli,20
Yeshwanthpur,Deepanjali Nagara,38
Yeshwanthpur,Doddakallasandra,50
Yeshwanthpur,"Dr BR Ambedkar Station, Vidhana Soudha",30
Yeshwanthpur,Goraguntepalya,10
Yeshwanthpur,Halasuru,38
Yeshwanthpur,Indiranagar,40
Yeshwanthpur,Jalahalli,18
Yeshwanthpur,Jaya Prakash Nagar,45
Yeshwanthpur,Jayanagar,38
Yeshwanthpur,Jnanabharathi,45
Yeshwanthpur,Kengeri,52
Yeshwanthpur,Kengeri Bus Terminal,50
Yeshwanthpur,Konankunte Cross,50
Yeshwanthpur,City Railway Station,25
Yeshwanthpur,Krishna Rajendra Market,30
Yeshwanthpur,Lalbagh Botanical Garden,35
Yeshwanthpur,Magadi Road,30
Yeshwanthpur,Mahakavi Kuvempu Road,18
Yeshwanthpur,Mahalakshmi,15
Yeshwanthpur,MG Road,35
Yeshwanthpur,Mysuru Road,40
Yeshwanthpur,Majestic,25
Yeshwanthpur,Nagasandra,22
Yeshwanthpur,National College,30
Yeshwanthpur,Nayandahalli,42
Yeshwanthpur,Pattanagere,50
Yeshwanthpur,Peenya,15
Yeshwanthpur,Peenya Industry,15
Yeshwanthpur,Rajaji Nagar,15
Yeshwanthpur,Rajarajeshwari Nagara,45
Yeshwanthpur,Rashtreeya Vidyalaya Road,40
Yeshwanthpur,Sampige Road,22
Yeshwanthpur,Sandal Soap Factory,10
Yeshwanthpur,Silk Institute,58
Yeshwanthpur,Central College,28
Yeshwanthpur,South End Circle,35
Yeshwanthpur,Hosahalli,30
Yeshwanthpur,Srirampura,20
Yeshwanthpur,Swami Vivekananda Road,42
Yeshwanthpur,Talaghattapura,55
Yeshwanthpur,Trinity,35
Yeshwanthpur,Vajarahalli,52
Yeshwanthpur,Vijayanagara,35
Yeshwanthpur,Yelachenahalli,45
Yelachenahalli,Attiguppe,42
Yelachenahalli,Baiyappanahalli,50
Yelachenahalli,Banashankari,15
Yelachenahalli,Chickpete,30
Yelachenahalli,Cubbon Park (Sri Chamarajendra Park),38
Yelachenahalli,Dasarahalli,58
Yelachenahalli,Deepanjali Nagara,45
Yelachenahalli,Doddakallasandra,15
Yelachenahalli,"Dr BR Ambedkar Station, Vidhana Soudha",35
Yelachenahalli,Goraguntepalya,50
Yelachenahalli,Halasuru,45
Yelachenahalli,Indiranagar,45
Yelachenahalli,Jalahalli,55
Yelachenahalli,Jaya Prakash Nagar,10
Yelachenahalli,Jayanagar,18
Yelachenahalli,Jnanabharathi,52
Yelachenahalli,Kengeri,60
Yelachenahalli,Kengeri Bus Terminal,58
Yelachenahalli,Konankunte Cross,10
Yelachenahalli,City Railway Station,32
Yelachenahalli,Krishna Rajendra Market,28
Yelachenahalli,Lalbagh Botanical Garden,22
Yelachenahalli,Magadi Road,35
Yelachenahalli,Mahakavi Kuvempu Road,38
Yelachenahalli,Mahalakshmi,42
Yelachenahalli,MG Road,40
Yelachenahalli,Mysuru Road,45
Yelachenahalli,Majestic,30
Yelachenahalli,Nagasandra,60
Yelachenahalli,National College,25
Yelachenahalli,Nayandahalli,50
Yelachenahalli,Pattanagere,55
Yelachenahalli,Peenya,50
Yelachenahalli,Peenya Industry,52
Yelachenahalli,Rajaji Nagar,40
Yelachenahalli,Rajarajeshwari Nagara,50
Yelachenahalli,Rashtreeya Vidyalaya Road,15
Yelachenahalli,Sampige Road,35
Yelachenahalli,Sandal Soap Factory,45
Yelachenahalli,Silk Institute,20
Yelachenahalli,Central College,35
Yelachenahalli,South End Circle,20
Yelachenahalli,Hosahalli,38
Yelachenahalli,Srirampura,35
Yelachenahalli,Swami Vivekananda Road,50
Yelachenahalli,Talaghattapura,18
Yelachenahalli,Trinity,42
Yelachenahalli,Vajarahalli,15
Yelachenahalli,Vijayanagara,40
Yelachenahalli,Yeshwanthpur,45
Vijayanagara,Attiguppe,10
Vijayanagara,Baiyappanahalli,38
Vijayanagara,Banashankari,35
Vijayanagara,Chickpete,20
Vijayanagara,Cubbon Park (Sri Chamarajendra Park),25
Vijayanagara,Dasarahalli,45
Vijayanagara,Deepanjali Nagara,15
Vijayanagara,Doddakallasandra,45
Vijayanagara,"Dr BR Ambedkar Station, Vidhana Soudha",22
Vijayanagara,Goraguntepalya,35
Vijayanagara,Halasuru,30
Vijayanagara,Indiranagar,35
Vijayanagara,Jalahalli,42
Vijayanagara,Jaya Prakash Nagar,38
Vijayanagara,Jayanagar,30
Vijayanagara,Jnanabharathi,22
Vijayanagara,Kengeri,30
Vijayanagara,Kengeri Bus Terminal,28
Vijayanagara,Konankunte Cross,42
Vijayanagara,City Railway Station,16
Vijayanagara,Krishna Rajendra Market,22
Vijayanagara,Lalbagh Botanical Garden,28
Vijayanagara,Magadi Road,15
Vijayanagara,Mahakavi Kuvempu Road,25
Vijayanagara,Mahalakshmi,30
Vijayanagara,MG Road,28
Vijayanagara,Mysuru Road,15
Vijayanagara,Majestic,18
Vijayanagara,Nagasandra,45
Vijayanagara,National College,25
Vijayanagara,Nayandahalli,18
Vijayanagara,Pattanagere,25
Vijayanagara,Peenya,38
Vijayanagara,Peenya Industry,40
Vijayanagara,Rajaji Nagar,28
Vijayanagara,Rajarajeshwari Nagara,20
Vijayanagara,Rashtreeya Vidyalaya Road,35
Vijayanagara,Sampige Road,20
Vijayanagara,Sandal Soap Factory,30
Vijayanagara,Silk Institute,50
Vijayanagara,Central College,20
Vijayanagara,South End Circle,30
Vijayanagara,Hosahalli,10
Vijayanagara,Srirampura,22
Vijayanagara,Swami Vivekananda Road,35
Vijayanagara,Talaghattapura,50
Vijayanagara,Trinity,30
Vijayanagara,Vajarahalli,45
Vijayanagara,Yelachenahalli,40
Vijayanagara,Yeshwanthpur,35
Vajarahalli,Attiguppe,50
Vajarahalli,Baiyappanahalli,58
Vajarahalli,Banashankari,20
Vajarahalli,Chickpete,35
Vajarahalli,Cubbon Park (Sri Chamarajendra Park),45
Vajarahalli,Dasarahalli,60
Vajarahalli,Deepanjali Nagara,50
Vajarahalli,Doddakallasandra,10
Vajarahalli,"Dr BR Ambedkar Station, Vidhana Soudha",42
Vajarahalli,Goraguntepalya,55
Vajarahalli,Halasuru,50
Vajarahalli,Indiranagar,52
Vajarahalli,Jalahalli,60
Vajarahalli,Jaya Prakash Nagar,18
Vajarahalli,Jayanagar,25
Vajarahalli,Jnanabharathi,60
Vajarahalli,Kengeri,60
Vajarahalli,Kengeri Bus Terminal,60
Vajarahalli,Konankunte Cross,15
Vajarahalli,City Railway Station,40
Vajarahalli,Krishna Rajendra Market,35
Vajarahalli,Lalbagh Botanical Garden,30
Vajarahalli,Magadi Road,42
Vajarahalli,Mahakavi Kuvempu Road,45
Vajarahalli,Mahalakshmi,50
Vajarahalli,MG Road,45
Vajarahalli,Mysuru Road,52
Vajarahalli,Majestic,38
Vajarahalli,Nagasandra,60
Vajarahalli,National College,30
Vajarahalli,Nayandahalli,55
Vajarahalli,Pattanagere,60
Vajarahalli,Peenya,58
Vajarahalli,Peenya Industry,60
Vajarahalli,Rajaji Nagar,45
Vajarahalli,Rajarajeshwari Nagara,58
Vajarahalli,Rashtreeya Vidyalaya Road,22
Vajarahalli,Sampige Road,40
Vajarahalli,Sandal Soap Factory,50
Vajarahalli,Silk Institute,15
Vajarahalli,Central College,40
Vajarahalli,South End Circle,28
Vajarahalli,Hosahalli,45
Vajarahalli,Srirampura,42
Vajarahalli,Swami Vivekananda Road,55
Vajarahalli,Talaghattapura,10
Vajarahalli,Trinity,50
Vajarahalli,Vijayanagara,45
Vajarahalli,Yelachenahalli,15
Vajarahalli,Yeshwanthpur,52
Trinity,Attiguppe,30
Trinity,Baiyappanahalli,18
Trinity,Banashankari,38
Trinity,Chickpete,22
Trinity,Cubbon Park (Sri Chamarajendra Park),15
Trinity,Dasarahalli,45
Trinity,Deepanjali Nagara,35
Trinity,Doddakallasandra,45
Trinity,"Dr BR Ambedkar Station, Vidhana Soudha",15
Trinity,Goraguntepalya,38
Trinity,Halasuru,10
Trinity,Indiranagar,15
Trinity,Jalahalli,45
Trinity,Jaya Prakash Nagar,40
Trinity,Jayanagar,35
Trinity,Jnanabharathi,42
Trinity,Kengeri,50
Trinity,Kengeri Bus Terminal,45
Trinity,Konankunte Cross,45
Trinity,City Railway Station,22
Trinity,Krishna Rajendra Market,25
Trinity,Lalbagh Botanical Garden,30
Trinity,Magadi Road,25
Trinity,Mahakavi Kuvempu Road,28
Trinity,Mahalakshmi,30
Trinity,MG Road,10
Trinity,Mysuru Road,35
Trinity,Majestic,20
Trinity,Nagasandra,50
Trinity,National College,28
Trinity,Nayandahalli,38
Trinity,Pattanagere,45
Trinity,Peenya,40
Trinity,Peenya Industry,42
Trinity,Rajaji Nagar,30
Trinity,Rajarajeshwari Nagara,40
Trinity,Rashtreeya Vidyalaya Road,35
Trinity,Sampige Road,22
Trinity,Sandal Soap Factory,35
Trinity,Silk Institute,52
Trinity,Central College,18
Trinity,South End Circle,30
Trinity,Hosahalli,28
Trinity,Srirampura,25
Trinity,Swami Vivekananda Road,15
Trinity,Talaghattapura,50
Trinity,Vajarahalli,50
Trinity,Vijayanagara,30
Trinity,Yelachenahalli,42
Trinity,Yeshwanthpur,35
Talaghattapura,Attiguppe,50
Talaghattapura,Baiyappanahalli,60
Talaghattapura,Banashankari,22
Talaghattapura,Chickpete,38
Talaghattapura,Cubbon Park (Sri Chamarajendra Park),45
Talaghattapura,Dasarahalli,60
Talaghattapura,Deepanjali Nagara,52
Talaghattapura,Doddakallasandra,15
Talaghattapura,"Dr BR Ambedkar Station, Vidhana Soudha",45
Talaghattapura,Goraguntepalya,58
Talaghattapura,Halasuru,52
Talaghattapura,Indiranagar,55
Talaghattapura,Jalahalli,60
Talaghattapura,Jaya Prakash Nagar,20
Talaghattapura,Jayanagar,28
Talaghattapura,Jnanabharathi,60
Talaghattapura,Kengeri,60
Talaghattapura,Kengeri Bus Terminal,60
Talaghattapura,Konankunte Cross,15
Talaghattapura,City Railway Station,42
Talaghattapura,Krishna Rajendra Market,35
Talaghattapura,Lalbagh Botanical Garden,30
Talaghattapura,Magadi Road,45
Talaghattapura,Mahakavi Kuvempu Road,45
Talaghattapura,Mahalakshmi,50
Talaghattapura,MG Road,50
Talaghattapura,Mysuru Road,55
Talaghattapura,Majestic,40
Talaghattapura,Nagasandra,60
Talaghattapura,National College,35
Talaghattapura,Nayandahalli,58
Talaghattapura,Pattanagere,60
Talaghattapura,Peenya,60
Talaghattapura,Peenya Industry,60
Talaghattapura,Rajaji Nagar,50
Talaghattapura,Rajarajeshwari Nagara,60
Talaghattapura,Rashtreeya Vidyalaya Road,25
Talaghattapura,Sampige Road,42
Talaghattapura,Sandal Soap Factory,52
Talaghattapura,Silk Institute,10
Talaghattapura,Central College,42
Talaghattapura,South End Circle,30
Talaghattapura,Hosahalli,45
Talaghattapura,Srirampura,45
Talaghattapura,Swami Vivekananda Road,58
Talaghattapura,Trinity,50
Talaghattapura,Vajarahalli,18
Talaghattapura,Vijayanagara,50
Talaghattapura,Yelachenahalli,18
Talaghattapura,Yeshwanthpur,55
Swami Vivekananda Road,Attiguppe,38
Swami Vivekananda Road,Baiyappanahalli,10
Swami Vivekananda Road,Banashankari,45
Swami Vivekananda Road,Chickpete,30
Swami Vivekananda Road,Cubbon Park (Sri Chamarajendra Park),20
Swami Vivekananda Road,Dasarahalli,52
Swami Vivekananda Road,Deepanjali Nagara,40
Swami Vivekananda Road,Doddakallasandra,52
Swami Vivekananda Road,"Dr BR Ambedkar Station, Vidhana Soudha",22
Swami Vivekananda Road,Goraguntepalya,45
Swami Vivekananda Road,Halasuru,15
Swami Vivekananda Road,Indiranagar,10
Swami Vivekananda Road,Jalahalli,50
Swami Vivekananda Road,Jaya Prakash Nagar,45
Swami Vivekananda Road,Jayanagar,40
Swami Vivekananda Road,Jnanabharathi,50
Swami Vivekananda Road,Kengeri,55
Swami Vivekananda Road,Kengeri Bus Terminal,52
Swami Vivekananda Road,Konankunte Cross,50
Swami Vivekananda Road,City Railway Station,28
Swami Vivekananda Road,Krishna Rajendra Market,30
Swami Vivekananda Road,Lalbagh Botanical Garden,35
Swami Vivekananda Road,Magadi Road,30
Swami Vivekananda Road,Mahakavi Kuvempu Road,35
Swami Vivekananda Road,Mahalakshmi,38
Swami Vivekananda Road,MG Road,18
Swami Vivekananda Road,Mysuru Road,42
Swami Vivekananda Road,Majestic,28
Swami Vivekananda Road,Nagasandra,55
Swami Vivekananda Road,National College,35
Swami Vivekananda Road,Nayandahalli,45
Swami Vivekananda Road,Pattanagere,50
Swami Vivekananda Road,Peenya,45
Swami Vivekananda Road,Peenya Industry,50
Swami Vivekananda Road,Rajaji Nagar,35
Swami Vivekananda Road,Rajarajeshwari Nagara,45
Swami Vivekananda Road,Rashtreeya Vidyalaya Road,42
Swami Vivekananda Road,Sampige Road,30
Swami Vivekananda Road,Sandal Soap Factory,40
Swami Vivekananda Road,Silk Institute,60
Swami Vivekananda Road,Central College,25
Swami Vivekananda Road,South End Circle,38
Swami Vivekananda Road,Hosahalli,35
Swami Vivekananda Road,Srirampura,30
Swami Vivekananda Road,Talaghattapura,58
Swami Vivekananda Road,Trinity,15
Swami Vivekananda Road,Vajarahalli,55
Swami Vivekananda Road,Vijayanagara,35
Swami Vivekananda Road,Yelachenahalli,50
Swami Vivekananda Road,Yeshwanthpur,42
Srirampura,Attiguppe,25
Srirampura,Baiyappanahalli,35
Srirampura,Banashankari,30
Srirampura,Chickpete,15
Srirampura,Cubbon Park (Sri Chamarajendra Park),20
Srirampura,Dasarahalli,30
Srirampura,Deepanjali Nagara,28
Srirampura,Doddakallasandra,40
Srirampura,"Dr BR Ambedkar Station, Vidhana Soudha",18
Srirampura,Goraguntepalya,22
Srirampura,Halasuru,28
Srirampura,Indiranagar,30
Srirampura,Jalahalli,30
Srirampura,Jaya Prakash Nagar,35
Srirampura,Jayanagar,28
Srirampura,Jnanabharathi,35
Srirampura,Kengeri,42
Srirampura,Kengeri Bus Terminal,40
Srirampura,Konankunte Cross,38
Srirampura,City Railway Station,16
Srirampura,Krishna Rajendra Market,18
Srirampura,Lalbagh Botanical Garden,22
Srirampura,Magadi Road,18
Srirampura,Mahakavi Kuvempu Road,10
Srirampura,Mahalakshmi,15
Srirampura,MG Road,22
Srirampura,Mysuru Road,30
Srirampura,Majestic,15
Srirampura,Nagasandra,35
Srirampura,National College,20
Srirampura,Nayandahalli,30
Srirampura,Pattanagere,38
Srirampura,Peenya,25
Srirampura,Peenya Industry,28
Srirampura,Rajaji Nagar,15
Srirampura,Rajarajeshwari Nagara,35
Srirampura,Rashtreeya Vidyalaya Road,30
Srirampura,Sampige Road,10
Srirampura,Sandal Soap Factory,18
Srirampura,Silk Institute,45
Srirampura,Central College,15
Srirampura,South End Circle,25
Srirampura,Hosahalli,20
Srirampura,Swami Vivekananda Road,10
Srirampura,Talaghattapura,45
Srirampura,Trinity,25
Srirampura,Vajarahalli,42
Srirampura,Vijayanagara,22
Srirampura,Yelachenahalli,35
Srirampura,Yeshwanthpur,20
Hosahalli,Attiguppe,15
Hosahalli,Baiyappanahalli,35
Hosahalli,Banashankari,35
Hosahalli,Chickpete,18
Hosahalli,Cubbon Park (Sri Chamarajendra Park),22
Hosahalli,Dasarahalli,42
Hosahalli,Deepanjali Nagara,15
Hosahalli,Doddakallasandra,42
Hosahalli,"Dr BR Ambedkar Station, Vidhana Soudha",20
Hosahalli,Goraguntepalya,35
Hosahalli,Halasuru,30
Hosahalli,Indiranagar,30
Hosahalli,Jalahalli,40
Hosahalli,Jaya Prakash Nagar,35
Hosahalli,Jayanagar,30
Hosahalli,Jnanabharathi,25
Hosahalli,Kengeri,30
Hosahalli,Kengeri Bus Terminal,30
Hosahalli,Konankunte Cross,40
Hosahalli,City Railway Station,12
Hosahalli,Krishna Rajendra Market,20
Hosahalli,Lalbagh Botanical Garden,25
Hosahalli,Magadi Road,10
Hosahalli,Mahakavi Kuvempu Road,22
Hosahalli,Mahalakshmi,28
Hosahalli,MG Road,25
Hosahalli,Mysuru Road,18
Hosahalli,Majestic,15
Hosahalli,Nagasandra,45
Hosahalli,National College,22
Hosahalli,Nayandahalli,20
Hosahalli,Pattanagere,28
Hosahalli,Peenya,35
Hosahalli,Peenya Industry,38
Hosahalli,Rajaji Nagar,25
Hosahalli,Rajarajeshwari Nagara,22
Hosahalli,Rashtreeya Vidyalaya Road,30
Hosahalli,Sampige Road,18
Hosahalli,Sandal Soap Factory,30
Hosahalli,Silk Institute,50
Hosahalli,Central College,18
Hosahalli,South End Circle,28
Hosahalli,Srirampura,20
Hosahalli,Swami Vivekananda Road,35
Hosahalli,Talaghattapura,45
Hosahalli,Trinity,28
Hosahalli,Vajarahalli,45
Hosahalli,Vijayanagara,10
Hosahalli,Yelachenahalli,38
Hosahalli,Yeshwanthpur,30
South End Circle,Attiguppe,30
South End Circle,Baiyappanahalli,40
South End Circle,Banashankari,15
South End Circle,Chickpete,18
South End Circle,Cubbon Park (Sri Chamarajendra Park),28
South End Circle,Dasarahalli,45
South End Circle,Deepanjali Nagara,35
South End Circle,Doddakallasandra,25
South End Circle,"Dr BR Ambedkar Station, Vidhana Soudha",25
South End Circle,Goraguntepalya,38
South End Circle,Halasuru,35
South End Circle,Indiranagar,35
South End Circle,Jalahalli,45
South End Circle,Jaya Prakash Nagar,18
South End Circle,Jayanagar,10
South End Circle,Jnanabharathi,42
South End Circle,Kengeri,50
South End Circle,Kengeri Bus Terminal,45
South End Circle,Konankunte Cross,22
South End Circle,City Railway Station,22
South End Circle,Krishna Rajendra Market,15
South End Circle,Lalbagh Botanical Garden,10
South End Circle,Magadi Road,25
South End Circle,Mahakavi Kuvempu Road,28
South End Circle,Mahalakshmi,30
South End Circle,MG Road,30
South End Circle,Mysuru Road,35
South End Circle,Majestic,20
South End Circle,Nagasandra,50
South End Circle,National College,15
South End Circle,Nayandahalli,38
South End Circle,Pattanagere,45
South End Circle,Peenya,40
South End Circle,Peenya Industry,42
South End Circle,Rajaji Nagar,30
South End Circle,Rajarajeshwari Nagara,40
South End Circle,Rashtreeya Vidyalaya Road,15
South End Circle,Sampige Road,22
South End Circle,Sandal Soap Factory,35
South End Circle,Silk Institute,30
South End Circle,Central College,22
South End Circle,Hosahalli,28
South End Circle,Srirampura,25
South End Circle,Swami Vivekananda Road,38
South End Circle,Talaghattapura,30
South End Circle,Trinity,30
South End Circle,Vajarahalli,28
South End Circle,Vijayanagara,30
South End Circle,Yelachenahalli,20
South End Circle,Yeshwanthpur,35
Central College,Attiguppe,22
Central College,Baiyappanahalli,28
Central College,Banashankari,30
Central College,Chickpete,15
Central College,Cubbon Park (Sri Chamarajendra Park),15
Central College,Dasarahalli,38
Central College,Deepanjali Nagara,25
Central College,Doddakallasandra,38
Central College,"Dr BR Ambedkar Station, Vidhana Soudha",10
Central College,Goraguntepalya,30
Central College,Halasuru,20
Central College,Indiranagar,22
Central College,Jalahalli,35
Central College,Jaya Prakash Nagar,30
Central College,Jayanagar,25
Central College,Jnanabharathi,35
Central College,Kengeri,40
Central College,Kengeri Bus Terminal,38
Central College,Konankunte Cross,35
Central College,City Railway Station,12
Central College,Krishna Rajendra Market,15
Central College,Lalbagh Botanical Garden,20
Central College,Magadi Road,15
Central College,Mahakavi Kuvempu Road,18
Central College,Mahalakshmi,22
